Epoch [1/60], Step [100/469], Train Loss: 2.2666, Train Acc: 22.66%, Test Loss: 2.2610, Test Acc: 35.09%, Lr: 0.001000
Epoch [4/60], Step [400/469], Train Loss: 0.6042, Train Acc: 84.38%, Test Loss: 0.3018, Test Acc: 91.32%, Lr: 0.001000
Epoch [5/60], Step [100/469], Train Loss: 0.3214, Train Acc: 90.62%, Test Loss: 0.2897, Test Acc: 91.56%, Lr: 0.001000
Epoch [5/60], Step [200/469], Train Loss: 0.4017, Train Acc: 90.62%, Test Loss: 0.2784, Test Acc: 91.85%, Lr: 0.001000
Epoch [5/60], Step [300/469], Train Loss: 0.3071, Train Acc: 91.41%, Test Loss: 0.2725, Test Acc: 92.09%, Lr: 0.001000
Epoch [5/60], Step [400/469], Train Loss: 0.2652, Train Acc: 91.41%, Test Loss: 0.2641, Test Acc: 92.13%, Lr: 0.001000
Epoch [6/60], Step [100/469], Train Loss: 0.2720, Train Acc: 92.97%, Test Loss: 0.2529, Test Acc: 92.36%, Lr: 0.001000
Epoch [6/60], Step [200/469], Train Loss: 0.2887, Train Acc: 91.41%, Test Loss: 0.2466, Test Acc: 92.66%, Lr: 0.001000
Epoch [6/60], Step [300/469], Train Loss: 0.3022, Train Acc: 89.84%, Test Loss: 0.2406, Test Acc: 92.81%, Lr: 0.001000
Epoch [6/60], Step [400/469], Train Loss: 0.3728, Train Acc: 90.62%, Test Loss: 0.2349, Test Acc: 92.83%, Lr: 0.001000
Epoch [7/60], Step [100/469], Train Loss: 0.2388, Train Acc: 90.62%, Test Loss: 0.2263, Test Acc: 93.20%, Lr: 0.001000
Epoch [7/60], Step [200/469], Train Loss: 0.3980, Train Acc: 88.28%, Test Loss: 0.2200, Test Acc: 93.42%, Lr: 0.001000
Epoch [7/60], Step [300/469], Train Loss: 0.2979, Train Acc: 92.19%, Test Loss: 0.2166, Test Acc: 93.43%, Lr: 0.001000
Epoch [7/60], Step [400/469], Train Loss: 0.2459, Train Acc: 93.75%, Test Loss: 0.2116, Test Acc: 93.58%, Lr: 0.001000
Epoch [8/60], Step [100/469], Train Loss: 0.2174, Train Acc: 91.41%, Test Loss: 0.2024, Test Acc: 93.88%, Lr: 0.001000
Epoch [8/60], Step [200/469], Train Loss: 0.2442, Train Acc: 94.53%, Test Loss: 0.1993, Test Acc: 93.91%, Lr: 0.001000
Epoch [8/60], Step [300/469], Train Loss: 0.3035, Train Acc: 90.62%, Test Loss: 0.1973, Test Acc: 93.92%, Lr: 0.001000
Epoch [8/60], Step [400/469], Train Loss: 0.2187, Train Acc: 93.75%, Test Loss: 0.1908, Test Acc: 94.23%, Lr: 0.001000
Epoch [9/60], Step [100/469], Train Loss: 0.3582, Train Acc: 92.19%, Test Loss: 0.1844, Test Acc: 94.32%, Lr: 0.001000
Epoch [9/60], Step [200/469], Train Loss: 0.3628, Train Acc: 87.50%, Test Loss: 0.1823, Test Acc: 94.41%, Lr: 0.001000
Epoch [9/60], Step [300/469], Train Loss: 0.2035, Train Acc: 92.97%, Test Loss: 0.1781, Test Acc: 94.63%, Lr: 0.001000
Epoch [9/60], Step [400/469], Train Loss: 0.2102, Train Acc: 95.31%, Test Loss: 0.1761, Test Acc: 94.75%, Lr: 0.001000
Epoch [10/60], Step [100/469], Train Loss: 0.1856, Train Acc: 94.53%, Test Loss: 0.1706, Test Acc: 94.81%, Lr: 0.001000
Epoch [10/60], Step [200/469], Train Loss: 0.1810, Train Acc: 92.19%, Test Loss: 0.1688, Test Acc: 94.78%, Lr: 0.001000
Epoch [10/60], Step [300/469], Train Loss: 0.1560, Train Acc: 94.53%, Test Loss: 0.1653, Test Acc: 94.99%, Lr: 0.001000
Epoch [10/60], Step [400/469], Train Loss: 0.1899, Train Acc: 96.09%, Test Loss: 0.1614, Test Acc: 95.08%, Lr: 0.001000
Epoch [11/60], Step [100/469], Train Loss: 0.1898, Train Acc: 93.75%, Test Loss: 0.1579, Test Acc: 95.14%, Lr: 0.001000
Epoch [11/60], Step [200/469], Train Loss: 0.3546, Train Acc: 89.06%, Test Loss: 0.1556, Test Acc: 95.18%, Lr: 0.001000
Epoch [11/60], Step [300/469], Train Loss: 0.2530, Train Acc: 92.97%, Test Loss: 0.1534, Test Acc: 95.20%, Lr: 0.001000
Epoch [11/60], Step [400/469], Train Loss: 0.2559, Train Acc: 93.75%, Test Loss: 0.1524, Test Acc: 95.42%, Lr: 0.001000
Epoch [12/60], Step [100/469], Train Loss: 0.2264, Train Acc: 92.97%, Test Loss: 0.1483, Test Acc: 95.41%, Lr: 0.001000
Epoch [12/60], Step [200/469], Train Loss: 0.2451, Train Acc: 92.19%, Test Loss: 0.1446, Test Acc: 95.49%, Lr: 0.001000
Epoch [12/60], Step [300/469], Train Loss: 0.2004, Train Acc: 93.75%, Test Loss: 0.1427, Test Acc: 95.48%, Lr: 0.001000
Epoch [12/60], Step [400/469], Train Loss: 0.2947, Train Acc: 92.19%, Test Loss: 0.1414, Test Acc: 95.57%, Lr: 0.001000
Epoch [13/60], Step [100/469], Train Loss: 0.1663, Train Acc: 93.75%, Test Loss: 0.1388, Test Acc: 95.73%, Lr: 0.001000
Epoch [13/60], Step [200/469], Train Loss: 0.0902, Train Acc: 96.88%, Test Loss: 0.1364, Test Acc: 95.60%, Lr: 0.001000
Epoch [13/60], Step [300/469], Train Loss: 0.1428, Train Acc: 96.88%, Test Loss: 0.1349, Test Acc: 95.70%, Lr: 0.001000
Epoch [13/60], Step [400/469], Train Loss: 0.2900, Train Acc: 91.41%, Test Loss: 0.1334, Test Acc: 95.87%, Lr: 0.001000
Epoch [14/60], Step [100/469], Train Loss: 0.2025, Train Acc: 92.97%, Test Loss: 0.1316, Test Acc: 95.91%, Lr: 0.001000
Epoch [14/60], Step [200/469], Train Loss: 0.2227, Train Acc: 94.53%, Test Loss: 0.1300, Test Acc: 95.96%, Lr: 0.001000
Epoch [14/60], Step [300/469], Train Loss: 0.1730, Train Acc: 92.19%, Test Loss: 0.1278, Test Acc: 95.94%, Lr: 0.001000
Epoch [14/60], Step [400/469], Train Loss: 0.2658, Train Acc: 93.75%, Test Loss: 0.1265, Test Acc: 96.02%, Lr: 0.001000
Epoch [15/60], Step [100/469], Train Loss: 0.1525, Train Acc: 95.31%, Test Loss: 0.1248, Test Acc: 96.11%, Lr: 0.001000
Epoch [15/60], Step [200/469], Train Loss: 0.1808, Train Acc: 93.75%, Test Loss: 0.1234, Test Acc: 96.19%, Lr: 0.001000
Epoch [15/60], Step [300/469], Train Loss: 0.1200, Train Acc: 96.88%, Test Loss: 0.1211, Test Acc: 96.27%, Lr: 0.001000
Epoch [15/60], Step [400/469], Train Loss: 0.1170, Train Acc: 96.88%, Test Loss: 0.1208, Test Acc: 96.16%, Lr: 0.001000
Epoch [16/60], Step [100/469], Train Loss: 0.1780, Train Acc: 96.88%, Test Loss: 0.1181, Test Acc: 96.30%, Lr: 0.001000
Epoch [16/60], Step [200/469], Train Loss: 0.2450, Train Acc: 92.19%, Test Loss: 0.1177, Test Acc: 96.40%, Lr: 0.001000
Epoch [16/60], Step [300/469], Train Loss: 0.1219, Train Acc: 97.66%, Test Loss: 0.1163, Test Acc: 96.47%, Lr: 0.001000
Epoch [16/60], Step [400/469], Train Loss: 0.1353, Train Acc: 96.09%, Test Loss: 0.1154, Test Acc: 96.42%, Lr: 0.001000
Epoch [17/60], Step [100/469], Train Loss: 0.1721, Train Acc: 94.53%, Test Loss: 0.1137, Test Acc: 96.60%, Lr: 0.001000
Epoch [17/60], Step [200/469], Train Loss: 0.0993, Train Acc: 97.66%, Test Loss: 0.1119, Test Acc: 96.58%, Lr: 0.001000
Epoch [17/60], Step [300/469], Train Loss: 0.0961, Train Acc: 96.09%, Test Loss: 0.1114, Test Acc: 96.56%, Lr: 0.001000
Epoch [17/60], Step [400/469], Train Loss: 0.0726, Train Acc: 97.66%, Test Loss: 0.1093, Test Acc: 96.56%, Lr: 0.001000
Epoch [18/60], Step [100/469], Train Loss: 0.0908, Train Acc: 98.44%, Test Loss: 0.1087, Test Acc: 96.54%, Lr: 0.001000
Epoch [18/60], Step [200/469], Train Loss: 0.0649, Train Acc: 99.22%, Test Loss: 0.1089, Test Acc: 96.49%, Lr: 0.001000
Epoch [18/60], Step [300/469], Train Loss: 0.1309, Train Acc: 96.88%, Test Loss: 0.1058, Test Acc: 96.79%, Lr: 0.001000
Epoch [18/60], Step [400/469], Train Loss: 0.0558, Train Acc: 99.22%, Test Loss: 0.1056, Test Acc: 96.74%, Lr: 0.001000
Epoch [19/60], Step [100/469], Train Loss: 0.0986, Train Acc: 96.88%, Test Loss: 0.1042, Test Acc: 96.78%, Lr: 0.001000
Epoch [19/60], Step [200/469], Train Loss: 0.1329, Train Acc: 96.09%, Test Loss: 0.1044, Test Acc: 96.74%, Lr: 0.001000
Epoch [19/60], Step [300/469], Train Loss: 0.1957, Train Acc: 94.53%, Test Loss: 0.1015, Test Acc: 96.79%, Lr: 0.001000
Epoch [19/60], Step [400/469], Train Loss: 0.0959, Train Acc: 96.88%, Test Loss: 0.1033, Test Acc: 96.74%, Lr: 0.001000
Epoch [20/60], Step [100/469], Train Loss: 0.1744, Train Acc: 95.31%, Test Loss: 0.1007, Test Acc: 96.92%, Lr: 0.001000
Epoch [20/60], Step [200/469], Train Loss: 0.1403, Train Acc: 97.66%, Test Loss: 0.0999, Test Acc: 96.96%, Lr: 0.001000
Epoch [20/60], Step [300/469], Train Loss: 0.0465, Train Acc: 99.22%, Test Loss: 0.0997, Test Acc: 96.90%, Lr: 0.001000
Epoch [20/60], Step [400/469], Train Loss: 0.1755, Train Acc: 95.31%, Test Loss: 0.0982, Test Acc: 96.88%, Lr: 0.001000
Epoch [21/60], Step [100/469], Train Loss: 0.1443, Train Acc: 96.09%, Test Loss: 0.0977, Test Acc: 96.98%, Lr: 0.001000
Epoch [21/60], Step [200/469], Train Loss: 0.0549, Train Acc: 99.22%, Test Loss: 0.0970, Test Acc: 96.89%, Lr: 0.001000
Epoch [21/60], Step [300/469], Train Loss: 0.1535, Train Acc: 96.09%, Test Loss: 0.0965, Test Acc: 97.00%, Lr: 0.001000
Epoch [21/60], Step [400/469], Train Loss: 0.1407, Train Acc: 95.31%, Test Loss: 0.0950, Test Acc: 97.00%, Lr: 0.001000
Epoch [22/60], Step [100/469], Train Loss: 0.1104, Train Acc: 97.66%, Test Loss: 0.0943, Test Acc: 97.13%, Lr: 0.001000
Epoch [22/60], Step [200/469], Train Loss: 0.0781, Train Acc: 97.66%, Test Loss: 0.0933, Test Acc: 97.13%, Lr: 0.001000
Epoch [22/60], Step [300/469], Train Loss: 0.1345, Train Acc: 94.53%, Test Loss: 0.0922, Test Acc: 97.21%, Lr: 0.001000
Epoch [22/60], Step [400/469], Train Loss: 0.0843, Train Acc: 96.88%, Test Loss: 0.0916, Test Acc: 97.17%, Lr: 0.001000
Epoch [23/60], Step [100/469], Train Loss: 0.0698, Train Acc: 97.66%, Test Loss: 0.0919, Test Acc: 97.09%, Lr: 0.001000
Epoch [23/60], Step [200/469], Train Loss: 0.0385, Train Acc: 99.22%, Test Loss: 0.0916, Test Acc: 97.17%, Lr: 0.001000
Epoch [23/60], Step [300/469], Train Loss: 0.1717, Train Acc: 94.53%, Test Loss: 0.0904, Test Acc: 97.19%, Lr: 0.001000
Epoch [23/60], Step [400/469], Train Loss: 0.1721, Train Acc: 95.31%, Test Loss: 0.0899, Test Acc: 97.15%, Lr: 0.001000
Epoch [24/60], Step [100/469], Train Loss: 0.1053, Train Acc: 97.66%, Test Loss: 0.0881, Test Acc: 97.19%, Lr: 0.001000
Epoch [24/60], Step [200/469], Train Loss: 0.1731, Train Acc: 94.53%, Test Loss: 0.0883, Test Acc: 97.27%, Lr: 0.001000
Epoch [24/60], Step [300/469], Train Loss: 0.1143, Train Acc: 96.09%, Test Loss: 0.0871, Test Acc: 97.31%, Lr: 0.001000
Epoch [24/60], Step [400/469], Train Loss: 0.1215, Train Acc: 96.09%, Test Loss: 0.0873, Test Acc: 97.33%, Lr: 0.001000
Epoch [25/60], Step [100/469], Train Loss: 0.0816, Train Acc: 96.09%, Test Loss: 0.0868, Test Acc: 97.34%, Lr: 0.001000
Epoch [25/60], Step [200/469], Train Loss: 0.0842, Train Acc: 96.88%, Test Loss: 0.0850, Test Acc: 97.36%, Lr: 0.001000
Epoch [25/60], Step [300/469], Train Loss: 0.1446, Train Acc: 93.75%, Test Loss: 0.0857, Test Acc: 97.34%, Lr: 0.001000
Epoch [25/60], Step [400/469], Train Loss: 0.0777, Train Acc: 97.66%, Test Loss: 0.0846, Test Acc: 97.35%, Lr: 0.001000
Epoch [26/60], Step [100/469], Train Loss: 0.0476, Train Acc: 98.44%, Test Loss: 0.0844, Test Acc: 97.38%, Lr: 0.001000
Epoch [26/60], Step [200/469], Train Loss: 0.1078, Train Acc: 95.31%, Test Loss: 0.0846, Test Acc: 97.38%, Lr: 0.001000
Epoch [26/60], Step [300/469], Train Loss: 0.1310, Train Acc: 96.09%, Test Loss: 0.0828, Test Acc: 97.41%, Lr: 0.001000
Epoch [26/60], Step [400/469], Train Loss: 0.0596, Train Acc: 98.44%, Test Loss: 0.0822, Test Acc: 97.52%, Lr: 0.001000
Epoch [27/60], Step [100/469], Train Loss: 0.0427, Train Acc: 99.22%, Test Loss: 0.0825, Test Acc: 97.44%, Lr: 0.001000
Epoch [27/60], Step [200/469], Train Loss: 0.1119, Train Acc: 96.09%, Test Loss: 0.0820, Test Acc: 97.43%, Lr: 0.001000
Epoch [27/60], Step [300/469], Train Loss: 0.1214, Train Acc: 96.88%, Test Loss: 0.0815, Test Acc: 97.42%, Lr: 0.001000
Epoch [27/60], Step [400/469], Train Loss: 0.1111, Train Acc: 94.53%, Test Loss: 0.0818, Test Acc: 97.38%, Lr: 0.001000
Epoch [28/60], Step [100/469], Train Loss: 0.0612, Train Acc: 96.88%, Test Loss: 0.0804, Test Acc: 97.56%, Lr: 0.001000
Epoch [28/60], Step [200/469], Train Loss: 0.0290, Train Acc: 100.00%, Test Loss: 0.0804, Test Acc: 97.50%, Lr: 0.001000
Epoch [28/60], Step [300/469], Train Loss: 0.0466, Train Acc: 98.44%, Test Loss: 0.0793, Test Acc: 97.57%, Lr: 0.001000
Epoch [28/60], Step [400/469], Train Loss: 0.0535, Train Acc: 99.22%, Test Loss: 0.0797, Test Acc: 97.53%, Lr: 0.001000
Epoch [29/60], Step [100/469], Train Loss: 0.1052, Train Acc: 97.66%, Test Loss: 0.0786, Test Acc: 97.60%, Lr: 0.001000
Epoch [29/60], Step [200/469], Train Loss: 0.1078, Train Acc: 96.88%, Test Loss: 0.0781, Test Acc: 97.57%, Lr: 0.001000
Epoch [29/60], Step [300/469], Train Loss: 0.1099, Train Acc: 96.09%, Test Loss: 0.0785, Test Acc: 97.53%, Lr: 0.001000
Epoch [29/60], Step [400/469], Train Loss: 0.0767, Train Acc: 96.88%, Test Loss: 0.0775, Test Acc: 97.63%, Lr: 0.001000
Epoch [30/60], Step [100/469], Train Loss: 0.1093, Train Acc: 98.44%, Test Loss: 0.0764, Test Acc: 97.64%, Lr: 0.001000
Epoch [30/60], Step [200/469], Train Loss: 0.1805, Train Acc: 96.09%, Test Loss: 0.0772, Test Acc: 97.56%, Lr: 0.001000
Epoch [30/60], Step [300/469], Train Loss: 0.0431, Train Acc: 99.22%, Test Loss: 0.0768, Test Acc: 97.65%, Lr: 0.001000
Epoch [30/60], Step [400/469], Train Loss: 0.1569, Train Acc: 93.75%, Test Loss: 0.0760, Test Acc: 97.66%, Lr: 0.001000
Epoch [31/60], Step [100/469], Train Loss: 0.0960, Train Acc: 96.88%, Test Loss: 0.0763, Test Acc: 97.63%, Lr: 0.001000
Epoch [31/60], Step [200/469], Train Loss: 0.0540, Train Acc: 97.66%, Test Loss: 0.0751, Test Acc: 97.64%, Lr: 0.001000
Epoch [31/60], Step [300/469], Train Loss: 0.0745, Train Acc: 98.44%, Test Loss: 0.0747, Test Acc: 97.63%, Lr: 0.001000
Epoch [31/60], Step [400/469], Train Loss: 0.0542, Train Acc: 97.66%, Test Loss: 0.0737, Test Acc: 97.65%, Lr: 0.001000
Epoch [32/60], Step [100/469], Train Loss: 0.1032, Train Acc: 96.09%, Test Loss: 0.0743, Test Acc: 97.63%, Lr: 0.001000
Epoch [32/60], Step [200/469], Train Loss: 0.0755, Train Acc: 97.66%, Test Loss: 0.0748, Test Acc: 97.65%, Lr: 0.001000
Epoch [32/60], Step [300/469], Train Loss: 0.0738, Train Acc: 97.66%, Test Loss: 0.0743, Test Acc: 97.68%, Lr: 0.001000
Epoch [32/60], Step [400/469], Train Loss: 0.1187, Train Acc: 96.09%, Test Loss: 0.0733, Test Acc: 97.76%, Lr: 0.001000
Epoch [33/60], Step [100/469], Train Loss: 0.0756, Train Acc: 98.44%, Test Loss: 0.0732, Test Acc: 97.70%, Lr: 0.001000
Epoch [33/60], Step [200/469], Train Loss: 0.0805, Train Acc: 96.09%, Test Loss: 0.0722, Test Acc: 97.66%, Lr: 0.001000
Epoch [33/60], Step [300/469], Train Loss: 0.0612, Train Acc: 98.44%, Test Loss: 0.0725, Test Acc: 97.66%, Lr: 0.001000
Epoch [33/60], Step [400/469], Train Loss: 0.0189, Train Acc: 100.00%, Test Loss: 0.0721, Test Acc: 97.74%, Lr: 0.001000
Epoch [34/60], Step [100/469], Train Loss: 0.0957, Train Acc: 96.88%, Test Loss: 0.0719, Test Acc: 97.65%, Lr: 0.001000
Epoch [34/60], Step [200/469], Train Loss: 0.0353, Train Acc: 99.22%, Test Loss: 0.0712, Test Acc: 97.75%, Lr: 0.001000
Epoch [34/60], Step [300/469], Train Loss: 0.1398, Train Acc: 97.66%, Test Loss: 0.0718, Test Acc: 97.67%, Lr: 0.001000
Epoch [34/60], Step [400/469], Train Loss: 0.0894, Train Acc: 96.88%, Test Loss: 0.0710, Test Acc: 97.79%, Lr: 0.001000
Epoch [35/60], Step [100/469], Train Loss: 0.1521, Train Acc: 96.09%, Test Loss: 0.0702, Test Acc: 97.77%, Lr: 0.001000
Epoch [35/60], Step [200/469], Train Loss: 0.0601, Train Acc: 98.44%, Test Loss: 0.0705, Test Acc: 97.73%, Lr: 0.001000
Epoch [35/60], Step [300/469], Train Loss: 0.0823, Train Acc: 97.66%, Test Loss: 0.0702, Test Acc: 97.78%, Lr: 0.001000
Epoch [35/60], Step [400/469], Train Loss: 0.0603, Train Acc: 97.66%, Test Loss: 0.0703, Test Acc: 97.80%, Lr: 0.001000
Epoch [36/60], Step [100/469], Train Loss: 0.0280, Train Acc: 100.00%, Test Loss: 0.0695, Test Acc: 97.80%, Lr: 0.001000
Epoch [36/60], Step [200/469], Train Loss: 0.0661, Train Acc: 98.44%, Test Loss: 0.0705, Test Acc: 97.81%, Lr: 0.001000
Epoch [36/60], Step [300/469], Train Loss: 0.0533, Train Acc: 99.22%, Test Loss: 0.0686, Test Acc: 97.83%, Lr: 0.001000
Epoch [36/60], Step [400/469], Train Loss: 0.0951, Train Acc: 96.09%, Test Loss: 0.0686, Test Acc: 97.83%, Lr: 0.001000
Epoch [37/60], Step [100/469], Train Loss: 0.1227, Train Acc: 98.44%, Test Loss: 0.0684, Test Acc: 97.86%, Lr: 0.001000
Epoch [37/60], Step [200/469], Train Loss: 0.1397, Train Acc: 95.31%, Test Loss: 0.0694, Test Acc: 97.71%, Lr: 0.001000
Epoch [37/60], Step [300/469], Train Loss: 0.1845, Train Acc: 94.53%, Test Loss: 0.0676, Test Acc: 97.83%, Lr: 0.001000
Epoch [37/60], Step [400/469], Train Loss: 0.1126, Train Acc: 96.09%, Test Loss: 0.0672, Test Acc: 97.80%, Lr: 0.001000
Epoch [38/60], Step [100/469], Train Loss: 0.0780, Train Acc: 96.88%, Test Loss: 0.0677, Test Acc: 97.83%, Lr: 0.001000
Epoch [38/60], Step [200/469], Train Loss: 0.0526, Train Acc: 98.44%, Test Loss: 0.0672, Test Acc: 97.85%, Lr: 0.001000
Epoch [38/60], Step [300/469], Train Loss: 0.1327, Train Acc: 97.66%, Test Loss: 0.0678, Test Acc: 97.81%, Lr: 0.001000
Epoch [38/60], Step [400/469], Train Loss: 0.1505, Train Acc: 97.66%, Test Loss: 0.0666, Test Acc: 97.86%, Lr: 0.001000
Epoch [39/60], Step [100/469], Train Loss: 0.0683, Train Acc: 96.88%, Test Loss: 0.0662, Test Acc: 97.92%, Lr: 0.001000
Epoch [39/60], Step [200/469], Train Loss: 0.0116, Train Acc: 100.00%, Test Loss: 0.0660, Test Acc: 97.86%, Lr: 0.001000
Epoch [39/60], Step [300/469], Train Loss: 0.0536, Train Acc: 97.66%, Test Loss: 0.0665, Test Acc: 97.88%, Lr: 0.001000
Epoch [39/60], Step [400/469], Train Loss: 0.0806, Train Acc: 96.88%, Test Loss: 0.0658, Test Acc: 97.86%, Lr: 0.001000
Epoch [40/60], Step [100/469], Train Loss: 0.0321, Train Acc: 98.44%, Test Loss: 0.0657, Test Acc: 97.87%, Lr: 0.001000
Epoch [40/60], Step [200/469], Train Loss: 0.0729, Train Acc: 98.44%, Test Loss: 0.0658, Test Acc: 97.92%, Lr: 0.001000
Epoch [40/60], Step [300/469], Train Loss: 0.0546, Train Acc: 99.22%, Test Loss: 0.0655, Test Acc: 97.91%, Lr: 0.001000
Epoch [40/60], Step [400/469], Train Loss: 0.0584, Train Acc: 98.44%, Test Loss: 0.0656, Test Acc: 97.88%, Lr: 0.001000
Epoch [41/60], Step [100/469], Train Loss: 0.0627, Train Acc: 97.66%, Test Loss: 0.0658, Test Acc: 97.93%, Lr: 0.001000
Epoch [41/60], Step [200/469], Train Loss: 0.0527, Train Acc: 97.66%, Test Loss: 0.0654, Test Acc: 97.89%, Lr: 0.001000
Epoch [41/60], Step [300/469], Train Loss: 0.0668, Train Acc: 96.09%, Test Loss: 0.0659, Test Acc: 97.92%, Lr: 0.001000
Epoch [41/60], Step [400/469], Train Loss: 0.0349, Train Acc: 99.22%, Test Loss: 0.0644, Test Acc: 97.94%, Lr: 0.001000
Epoch [42/60], Step [100/469], Train Loss: 0.0279, Train Acc: 99.22%, Test Loss: 0.0643, Test Acc: 97.92%, Lr: 0.001000
Epoch [42/60], Step [200/469], Train Loss: 0.1180, Train Acc: 95.31%, Test Loss: 0.0643, Test Acc: 97.90%, Lr: 0.001000
Epoch [42/60], Step [300/469], Train Loss: 0.0742, Train Acc: 97.66%, Test Loss: 0.0638, Test Acc: 98.00%, Lr: 0.001000
Epoch [42/60], Step [400/469], Train Loss: 0.0252, Train Acc: 100.00%, Test Loss: 0.0634, Test Acc: 97.96%, Lr: 0.001000
Epoch [43/60], Step [100/469], Train Loss: 0.0472, Train Acc: 99.22%, Test Loss: 0.0634, Test Acc: 97.95%, Lr: 0.001000
Epoch [43/60], Step [200/469], Train Loss: 0.0797, Train Acc: 98.44%, Test Loss: 0.0630, Test Acc: 97.95%, Lr: 0.001000
Epoch [43/60], Step [300/469], Train Loss: 0.0783, Train Acc: 96.88%, Test Loss: 0.0636, Test Acc: 97.94%, Lr: 0.001000
Epoch [43/60], Step [400/469], Train Loss: 0.1014, Train Acc: 94.53%, Test Loss: 0.0628, Test Acc: 98.00%, Lr: 0.001000
Epoch [44/60], Step [100/469], Train Loss: 0.0430, Train Acc: 98.44%, Test Loss: 0.0634, Test Acc: 97.96%, Lr: 0.001000
Epoch [44/60], Step [200/469], Train Loss: 0.0508, Train Acc: 98.44%, Test Loss: 0.0629, Test Acc: 98.00%, Lr: 0.001000
Epoch [44/60], Step [300/469], Train Loss: 0.0586, Train Acc: 98.44%, Test Loss: 0.0629, Test Acc: 98.01%, Lr: 0.001000
Epoch [44/60], Step [400/469], Train Loss: 0.0268, Train Acc: 100.00%, Test Loss: 0.0619, Test Acc: 98.01%, Lr: 0.001000
Epoch [45/60], Step [100/469], Train Loss: 0.0234, Train Acc: 99.22%, Test Loss: 0.0626, Test Acc: 98.08%, Lr: 0.001000
Epoch [45/60], Step [200/469], Train Loss: 0.0519, Train Acc: 99.22%, Test Loss: 0.0629, Test Acc: 98.03%, Lr: 0.001000
Epoch [45/60], Step [300/469], Train Loss: 0.0802, Train Acc: 96.88%, Test Loss: 0.0627, Test Acc: 98.00%, Lr: 0.001000
Epoch [45/60], Step [400/469], Train Loss: 0.0757, Train Acc: 97.66%, Test Loss: 0.0624, Test Acc: 98.01%, Lr: 0.001000
Epoch [46/60], Step [100/469], Train Loss: 0.0615, Train Acc: 96.88%, Test Loss: 0.0622, Test Acc: 98.09%, Lr: 0.001000
Epoch [46/60], Step [200/469], Train Loss: 0.0337, Train Acc: 99.22%, Test Loss: 0.0619, Test Acc: 98.05%, Lr: 0.001000
Epoch [46/60], Step [300/469], Train Loss: 0.0802, Train Acc: 97.66%, Test Loss: 0.0615, Test Acc: 98.03%, Lr: 0.001000
Epoch [46/60], Step [400/469], Train Loss: 0.0514, Train Acc: 98.44%, Test Loss: 0.0611, Test Acc: 98.08%, Lr: 0.001000
Epoch [47/60], Step [100/469], Train Loss: 0.0989, Train Acc: 96.88%, Test Loss: 0.0614, Test Acc: 98.07%, Lr: 0.001000
Epoch [47/60], Step [200/469], Train Loss: 0.0675, Train Acc: 97.66%, Test Loss: 0.0619, Test Acc: 98.08%, Lr: 0.001000
Epoch [47/60], Step [300/469], Train Loss: 0.0395, Train Acc: 99.22%, Test Loss: 0.0610, Test Acc: 98.03%, Lr: 0.001000
Epoch [47/60], Step [400/469], Train Loss: 0.0145, Train Acc: 100.00%, Test Loss: 0.0620, Test Acc: 98.05%, Lr: 0.001000
